,tweet
35,"Есть такой тг-канал АНП, питерский по происхождению. Там молодые неглупые патриоты.Так вот по их мнению,Путина окружают предатели-геи. Они даже разоблачили певца Шамана! Якобы его песня Я-Русский, в оригинале на закр-х вечер-х заговорщиков исполняется как Я-Пидор и мне повезло!"
36,"@Clutin_ru Пусть радуется пидор что пока ещё живой, это потому что в овощной рф проживает."
37,"@muMaMi11 Какая разница, если ты пидор?"
38,"@muMaMi11 Ты не гедонист, ты пидор"
39,"@OlegTsarov Кончай пиздеть, пидор лживый. Полно видео в сети. Украинцы возвращаются истощенные, никто в оркском плену им помощи не оказывает. А ваши гондоны розовощекими пухляшами возвращаются."
40,@SergejKirilov22 @s_baskak А ты смотрю - пидор?!
41,"@alksndrermkv @Lilla____My Это ты хрюкнул пидор русский. Сам небось слаще моркови ничего не сосал! Твою бабку ещё не так давно на борзых щенков обменивали. А дед твой на конюшне порот бывал. 
Твой пращур? Давно вы от вшей избавились? https://t.co/goTYM9KsQA"
42,"RT @i_a_m_bug: @echofm_online Как должен выглядеть пидор женского недопола? Так вот же, пожалуйста."
43,"Помните о том, что если вас человек везде заблокировал, то вы всегда можете отправить ему: ""Ты пидор!"" с переводом по СБП"
44,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
45,@Silent_Pitt ты то и без всяких тренингов пидор
46,"@Hvost_Zongshi от плюсану.  долго избегала эрху потому что все писали что там гроб гроб кладбище пидор. и оно там все это есть, буквально, но не так страшно и органично"
47,"Соевый твиттор обидемвся,
а изначальный такой:

– Ой! Я тебя знаю! Ты в твиттере всех пидорами называешь. Я твой фанат!
– Нет, ты – пидор! https://t.co/KAj22ix9ia https://t.co/ppbXWurVP0"
48,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
49,@echofm_online Это баба пидор 😂
50,@tolyan_trupinin Ну если ты ебешь мужиков - у тебя  на них стоит. Ну значит не натурал ты. А на росии если не натурал - значит пидор. Замкнутый круг)))
51,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
52,@Tabagari @MedvedevRussiaE Кавказский пидор 🤣🤣🤣
53,"@PulseOfUkraine Пой пидор пой, больше пой https://t.co/0Hk5DU3XGz"
54,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
55,RT @EbuZmagara: Макрон пидор!
56,"@AndreySuperStar Почитал твою ленту, ты пидОр штоли? 🤔😏
Нахуя подписался на меня? 😡 https://t.co/ozpZLORC41"
57,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
58,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
59,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
60,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
61,Кот пидор
62,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
63,@Roman_of_Spades Уебише. Пидор. Мразь
64,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
65,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
66,"@Buggy__Bugler Он ещё цел? Вот просто, у пацана есть родители, родственники... И этот пидор не покалечен?
Если бы в отношении моего ребёнка было такое, гнида бы скуля и извиняясь фонтан себе на морду бы пускала...
Бля, это писдец! Аж трясёт от злобы"
67,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
68,@BearwerGun @the_realwisdom @spectatorindex Пидор сраный
69,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
70,@Nag1saofficial Ты пидор блять уебан хуесос
71,"#ЧернаяВесна
Кисендосы чувствуются как: Я НАШЁЛ ТЕБЯ НА ПОМОЙКЕ ПИДОР УУ
ПРИВЕТ
ПРИВЕТ ПРИДУРОК
привет всем дурам и сукам
паскудам шлюхам и тварям
ДАЙ МНЕ ШАНС
ДАЙ МНЕ ШААААААААНС"
72,Я пидор
73,@max_katz @inga253 А что за пидор на фото? Кто знает?
74,@TSf2oNQUpZ6iQ6k @anatoliisharii скачет твоя мать на хуях. старый дырявый пидор. Иди в жопу себя поеби шваброй.
75,@anmuulop Пидор сраный
76,"@dedzaebal Блять, какое-то быдло под окном орет, что он выебет всех, что он не пидор и даст всем в рот. Бля, как же я хочу, чтобы этот биомусор сдох. Причем орет настолько громко, что сигналки у машин рядом сработали"
77,"RT @z_sandr: Посол США в Сербии Кристофер Хилл надеется, что сербы «забудут обиду» на бомбардировки НАТО.

Вот жеж пидор, а! В аду вы будет…"
78,"RT @z_sandr: Посол США в Сербии Кристофер Хилл надеется, что сербы «забудут обиду» на бомбардировки НАТО.

Вот жеж пидор, а! В аду вы будет…"
79,"@aavst20551 Ну и мудло. И не стыдно тебе, пидор?"
80,@brewerov Пидор провославный
81,"зашел в дайвинчик искать фембой коммьюнити нашел это:

пидор гнойный, 22, Орехово-Зуево – отхуячу тебя арматурой https://t.co/Vu4oaKEk1a"
82,Я и мразь и гнида и тварь и пидор (с) https://t.co/4oSNQsXxBD
83,"@usaty_avatarik Напиши ему, что он пидор и мысли у него педрильские"
84,"@ineffablewom Представлял что то либо совсем другое либо то благодаря чему я могу справиться с кошмаром. 
А недавно я тупо написал один из своих снов в виде рассказа. Этот пидор снился мне много лет. И теперь я его вообще не вижу."
85,@latvijas_vate А пидор непознер будет сдавать экзамены?
86,"@vestnikstabilno @WD5D01 Стивен Пидор, а не Сигал"
87,"RT @krtmn79: Спасибо, конечно, за МИГи, но нам надо бы современные самолеты  и побольше - заявил зеленский по поводу передачи Словакией и П…"
88,"@aels8nFKF7DemJe Да не гомосек, а пидор натуральный"
89,"Вот так прошёл день, а сон-то себя
пусть и метафорически но всё же оправдал - ты тот ещё пидор 🤡"
90,"Тест: какой ты пидор
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
Ты любопытный пидор"
91,@Mariangg2110 @superborman @NashaCanada Нихуя ты пидор.
92,@taxfreelt Пидор
93,"@SergOmenOne @Floridian1974 @GalinaGrinn 🤣🤣🤣
Есть что ответить, поц: ты - латентный пидор))
Спалися, дырявый👍🏻"
94,"@Vovamorkova а почему там написано ""ты пидор"" если ты Игорь?"
95,Не пидор он... ОХОТНО ВЕРЮ/с https://t.co/sMIs25UJQP
96,@vladlar2044 Он и в шляпе как пидор
