,tweet
46,"RT @alfonsopmedina: Escribió en su Facebook sobre la ""bazofia feminazi"" o los ""cerdos ladrones"" de los políticos y se lo atribuyó a un supu…"
47,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
48,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
49,"@yossigatita_096 @TvVallez Ja jajaja 😂😂😂😂 jajajaja jajajaja

Una Feminazi diciendo: No generalices .

Que cómico!!!"
50,@chaeyoungitos Sacate el cartel de feminazi de la frente
51,"RT @lena_asereje: Una mujer cabal vale esto y más..
Abstenerse los teóricos radicales de la derecha,paso de todos.
Soy mujer y valgo lo que…"
52,@Natasha57932694 @arsey_gp @ThePosieParker You are the feminazi slut https://t.co/xfdI3k3EKD
53,@324cat Venga gastar dinero! Y seguro que habrán cupos no? Que el lobby feminazi tiene que seguir viviendo del cuento
54,"@CastilloTono1 @stephabaldeon @puchyzita @twittendencia Cuando dices “soy feminista pero no feminazi” significa que no entendiste nada y no vale la pena explicarte lo increíblemente ofensivo que es “mezclar” una lucha por derechos con una matanza y exterminio de personas. Si no sabes, al menos respeta"
55,@ElTablero_TV @MargaritaGC_Ec @IzquierdaUnida El femiNAZI https://t.co/mqJ3DsnGEE
56,"@IreneMontero Falsa asquerosa feminazi llamarlas como las quieres llamar,TU misma decías que los hij@S no son de los padres y madres, y que las mujeres ya serán LLAMADAS menstruadoras y gestantes y repito eres una  falsa de mierda😪😂por el voto no veas lo que mientes enferma, te quito tu voto"
57,RT @RobertooFinch: La feminazi Irene Montero no usaba el lenguaje inclusivo antes de ser ministra: https://t.co/9nCkk0Kjjp
58,"RT @el_diablo_negr0: #DragonBall #DBZ #DragonBallZ Bulma es y será siempre, lo que una feminazi nunca podrá ser. Bulma es inteligente, bell…"
59,Les hommes ils aiment trop penser que les feministes deviennent feminazi a partir du moment où elles commencent à vouloir un peu plus que l'égalité salariale PTDRR https://t.co/G11j9MOPid
60,RT @RobertooFinch: La feminazi Irene Montero no usaba el lenguaje inclusivo antes de ser ministra: https://t.co/9nCkk0Kjjp
61,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
62,"RT @anyrmontes28: Bloqueados sin despeinarme ni discutir con pajuos que me están diciendo ""feminazi"", por el simple hecho de defender el de…"
63,"RT @lena_asereje: Una mujer cabal vale esto y más..
Abstenerse los teóricos radicales de la derecha,paso de todos.
Soy mujer y valgo lo que…"
64,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
65,@math4feminists #FEMINAZI no equality from them ......
66,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
67,"RT @lena_asereje: Una mujer cabal vale esto y más..
Abstenerse los teóricos radicales de la derecha,paso de todos.
Soy mujer y valgo lo que…"
68,RT @RobertooFinch: La feminazi Irene Montero no usaba el lenguaje inclusivo antes de ser ministra: https://t.co/9nCkk0Kjjp
69,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
70,"It actually broke my heart to hear Aurra Sing had been killed.
Low blow for @kathymkennedy’s FemiNazi @starwars. https://t.co/OUfkqLKUcj"
71,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
72,"@MhaAgyaani Politics hai bhai nahi to Daliton ya OBC ko Brahmano se kya lena dena jo koi dikkat hogi.
Mullon ko to dikkat hai, wo convert nahi kar paye.
Sikhon ka kya scene hai nahi maloom.
Liberal/commie/feminazi hi har samasya ki jad mein hain."
73,"RT @StrewthQueen: Posie Parker heard the word ""feminazi"" &amp; ran with it"
74,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
75,@Fe22Pink @Diegs96 @PonchoGutz * Exclamó la princesa feminazi pelos morados 🤣 https://t.co/xnzAU0yVgV
76,"@MVGeraldineAra2 @CNNEE Ustedes, la mierrrrrrda feminazi están de acuerdo con los putazos. Estos son avances para los putazos. Nada tienen que ver el ""machismo""."
77,Darthes es una víctima de la feminazi @soythelmafardin. Una actriz fracasada que con falsas denuncias en un país antidemocrático como #Nicaragua logró ser nombrada. Una NN.
78,@i_am_speaking_ @thfc_cody @IndiaWilloughby So why do you call yourself a ‘feminazi’?
79,"RT @lena_asereje: Una mujer cabal vale esto y más..
Abstenerse los teóricos radicales de la derecha,paso de todos.
Soy mujer y valgo lo que…"
80,birincisi ülkede biz türk erkekleri tarafından taciz ve tecavüze hatta öldürüldüğümüzle alakalı protesto yaparken sesimizi çıkarttırken hepiniz alay ettiniz o sözde çok savunduğunuz kadınlar hakkında “feminazi ya” “hayatında biri yok ondan böyle” “babasının gururu” dediniz https://t.co/trNQC3BflU
81,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
82,"@makdavicho1974 @figuedem Chairo feminazi

Deja de subir puras  pen..dejadas que ni son tuyas

Te falta cerebro para publicar

PeRo para insultar mujeres eres bueno"
83,"RT @soradicalkiki: @ThePosieParker She doesn't even have to claim the dirtiest label, a feminist, to be treated like one. Feminazi, witch,…"
84,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
85,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
86,"RT @vanebuchelli: A ver ahora si te pasaste de pendeja, eso no es ser privilegiada, como puede ser posible que tener una familia buena y q…"
87,#mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Feminism #toxicfeminism #feminazi @IndiaMeToo #fraudwatch #blackmail #genderequality #GenderBiasedLaws #crimebywomen #CrimeHasNoGender #SuicidePrevention @MinistryWCD https://t.co/lrhTNDl2fp
88,#mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Feminism #toxicfeminism #feminazi @IndiaMeToo #fraudwatch #blackmail #genderequality #GenderBiasedLaws #crimebywomen #CrimeHasNoGender @NCWIndia @MinistryWCD @MLJ_GoI https://t.co/caX12H0Utc
89,@ulisesjaitt Fardin cae mal por abortera y https://t.co/dynAKb4UDF imbancable.
90,"Una mujer cabal vale esto y más..
Abstenerse los teóricos radicales de la derecha,paso de todos.
Soy mujer y valgo lo que ellos son ser feminazi.
Españolazos ser muy felicessss 😘☕💚🇪🇦💪
#BuenosDiasATodos 
#FelizSabado🍷😻 https://t.co/diW8Cf57Yy"
91,#mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Feminism #toxicfeminism #feminazi @IndiaMeToo #fraudwatch #blackmail #genderequality #GenderBiasedLaws #crimebywomen #CrimeHasNoGender @NCWIndia @MinistryWCD @MLJ_GoI https://t.co/sNoOgXLgyf
92,RT @RobertooFinch: La feminazi Irene Montero no usaba el lenguaje inclusivo antes de ser ministra: https://t.co/9nCkk0Kjjp
93,#mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Feminism #toxicfeminism #feminazi @IndiaMeToo #fraudwatch #blackmail #genderequality #GenderBiasedLaws #crimebywomen #CrimeHasNoGender #SuicidePrevention @MinistryWCD https://t.co/DhaCumZ8Ql
94,"RT @soradicalkiki: @ThePosieParker She doesn't even have to claim the dirtiest label, a feminist, to be treated like one. Feminazi, witch,…"
95,"RT @Andreitayosoy: Pero Claaaaaro!!!!!
Las @actrices_arg salieron corriendo a defender a una Pañuela Feminazi como la Fardin a pegarle a Da…"
96,RT @Fake498aVictim: #mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Femini…
97,@Variety Lol! She is the reason Disney was going downfall. Glad that feminazi is gone.
98,#mentoo #ABLANARI #niruparoy #fakecases #womenempowerment #legalterrorism #legalextortion #498A #dowrylawmisuse #Feminism #toxicfeminism #feminazi @IndiaMeToo #fraudwatch #blackmail #genderequality #GenderBiasedLaws #crimebywomen #CrimeHasNoGender @NCWIndia @MinistryWCD @MLJ_GoI https://t.co/OH2eF7DcVN
99,"@BBahadirErdem Kanka hemen ortağın hdpkk diline dönmüşsün. Ben de yine onların deyimiyle diyeyim sırtını kime yaslarsan yasla,  yolun sonu görünüyor 6284 için. Kudurabilirsiniz siz ve feminazi terör çeteleri."
