,tweet
18,@SherryHegazy لى بس مكسيم مول عندنا عملولى البطاقه و استلمتها تانى يوم و الباسبور هكذا بس الكلام دا من 9 شهور تقريبا و ترخيص العربيه بردوا كان سهل جدا خصوصا انى بنقل من مرور لمرور لقيت الموضوع بقى سيستم و مختش وقت معرفش بقى النظام دلوقتى اى بس الكلام ده قبل الغلا دا طبعا
19,@Kmal39867356 هو مختش عفو من الرئيس
20,@HalaAbdelwaha18 مختش بالك من الصورة كمان كدا كتير😂😂😂
21,"@QweeAlex مختش بالي والله
انتي علشان عزيزة وغالية 
علينا من غير ما نقراء التويتة
بتعمل اعجاب
وبعد نقراها
بس
لكن والله  ما اخت بالي"
22,"@majdymajd25 @AlhawnMr الله يجبر بخاطرك ويرحم الله والديك بديت الحذر قطاف زايد معاهم 
ربنا يهدي في 2011و2012 أسكن الأرياف عندنا شخص آخظر نعناعي🙃المهم في المناسبات فرح او وفاء يحلف يكد💯القدافي حي توا شبه مختش أللهم لاشماته يتخايلو في كلامهم بيمشي زي كلام القذافي عافس على رقاب الشعب42وكلامه ماشي؟"
23,@yasmeen70710534 @MZahgar حضرتك انا زيي زيك بظبط مختش بالي  😂😂
24,@MZahgar @yasmeen70710534 يلهوي علي قوة الملاحظه يعلم ربنا انا شخصيا مختش بالي  😂😂
25,@AhmedXSallam مختش بالك انو مبين التكيف في ظل الظروف اللي بتمر بها البلاد حقيقي مفيش زي تريكه
26,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
27,عايزه اقول اني ندمانه اني مختش بالي انها كانت بتودعني واني محضنتهاش لما كنتي قدامي يوم الدفنه سامحيني ي امي كنت طفله بس استوعبت متأخر💔
28,@baeklight_506 @weareoneEXO مختش بالي منهاااا
29,@esraa_sallam175 اه بحسب  يوم5 اربعه مختش، بالي😂😂😂😂
30,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
31,@EmanAbdelslam25 انا مختش 🙋🙋🥺
32,@Khaled_Elberem_ مختش بالك وانا بقول مفيش نقاش ف ده
33,@AzzaHas05491675 @mennahussein142 @esraa08834926 اه يبت حصل والله انا شايفه الريبلاي ونا صاحيه مختش بالي انك عملتي منشن لسوسو الهم ال مبلاقيش اكونتها دي
34,عملت غلطة مشابهة وكنت ببحث عن حاجة كتبت الكلمة في بوست بدل البحث، مختش بالي غير بعدها بكام ساعة حد ربنا يكرمه ضحك في كومنت عشان أخد بالي، تخيلت كام حد شافها وضحك وهو معدي 😭 https://t.co/q9g1Ks0ES2
35,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
36,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
37,💦وجودك كان حلو وغيابك مختش بالى منه✋🏼 https://t.co/z752MpmPKG
38,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
39,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
40,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
41,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
42,@nonabstawy آسف مختش بالي والله دي مباراة الكلاسيكو ريال مدريد وبرشلونه
43,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
44,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
45,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
46,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
47,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
48,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
49,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
50,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
51,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
52,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
53,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
54,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
55,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
56,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
57,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
58,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
59,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
60,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
61,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
62,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
63,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
64,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
65,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
66,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
67,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
68,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
69,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
70,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
71,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
72,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
73,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
74,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
75,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
76,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
77,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
78,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
79,اتعلمت من شخص بحبه اسامح عادي وادي فرص مدعيش ع حد محسبنش ع حد مقولش اني خصيمه حد لان كلنا هياجي علينا اليوم اللي نتمني فيه ان حد يسامحنا ويغفرلنا انا ممكن اقول اني مأذتش حد بس ده من وجهه نظري ممكن انا زعلت حد وانا مختش بالي او من وجهه نظره عملت،فسامحوا وربنا عالم ب اللي جوانا🕊🤍
80,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
81,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
82,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
83,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
84,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
85,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
86,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
87,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
88,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
89,"@khaledhema22 لا مختش كروتونة طبعا 😂
وبعدين خلاص كشفت ظهرها وعرت كتفها 😂😂"
90,@AbuMoha12241307 @SaudiNews50 لا يابو محمد انت مختش يبيلك صيخين مع العلبا 🤣🤣🤣
91,"عارف القصه اللي حب حوريه اللي طلعت من البحر
انا حبيت حوريه طلعت من المترو وكان متبادل كدا بس مختش الخطوه 😭♥️♥️"
92,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
93,"عايز اقول لاي انسان اطمن من اي حاجه اتظلمت فيها او مختش حقك صدقني،. مفيش حاجه بتعدي ربنا غير بالحق و الميزان،. 
And one day you will see everything, sound and image"
94,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
95,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
96,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
97,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
98,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
99,RT @ahelmy: 😂 مختش الاوسكار مختش الاوسكار (بصوت مجدي مكاو)
