,tweet
45,RT @resq9211: مارچ 1940 میں گورے کے بجائے اگر آجکل کے پاکستانی کنجر حکمران ہوتے تو مینار پاکستان کا وجود ہی نہیں ہوتا
46,RT @_Sumaira_afzal_: @AsadUrR40986435 تم کو عزت دی پر تمھارے حرام کے خون میں عزت ہے ہی نہیں کنجر نسل سے تعلق ہے تمھارا اب بھونکتے رہو کتے ک…
47,@MAbdullahGul @ImranRiazKhan یہ دگڑ دلا ہے جناب عمران ریاض اتنی عزت تو کسی کنجر کو دیں آپ تو وہ اپنا پیشہ چھوڑ دے گا لیکن دگڑ دلا ہرگز ایسا نہیں کرے گا اقر اوپر سے سونے پہ سوہاگہ یہ گیلا بیغیرت بھی ہے
48,@AsadUrR40986435 تم کو عزت دی پر تمھارے حرام کے خون میں عزت ہے ہی نہیں کنجر نسل سے تعلق ہے تمھارا اب بھونکتے رہو کتے کی طرح
49,"RT @SindJo6: اچھا خاصہ قوم ٹھاکر کو گالیاں دیتی تھی اس کنجر راجہ نے مجھ ضمیر فروش کو برگیڈیئر مروت کا پروجیکٹ ثابت کردیا

اب جو ضمیر جاگے گ…"
50,"یہ کنجر نہیں سدھرنے والے اگر حکومت ان پر کوئی کاروائی وہ بھی جامع کاروائی نہیں کرتی 
کیونکہ عدالتوں میں #بیگم_زدہ_جج جو بیٹھے ہیں ان کا دفاع کرنے کے لئے 
@Aadiiroy2 https://t.co/Y6Wpe9iJXB"
51,RT @pervaiz_shoukat: پیدایشی کنجر https://t.co/riQgVWh3Ws
52,RT @Muhamma40718867: @_ImranRiazFan ان شاء اللہ یہودیوں اور قادیانیوں کے پالتو شیرو فتنہ و فساد نیازی ناکام و نامراد ہی رہے گا گیلے تیتر یا…
53,RT @MianIrf20051072: آج رات پین یک یوتھیے زمان پارک چوکنے ہو کر پہرہ دیں تا کہ کنجر نیازی  مرتضٰی بھٹو بننے سے بچ سکیں۔
54,@syedagulwis سالہ کنجر بزدل اے
55,@Hooria_jani ب غیرت انسان،،، یہ قادیانیوں کا تبلیغی ہے، یہ کنجر ہے، زنہ پارک کا مالک،،، بدبو دار شخص جو جھوٹ ایسا بولتا ہے کے شرم نہیں آتی،،،
56,پیدایشی کنجر https://t.co/riQgVWh3Ws https://t.co/pIypO5F5Xx
57,@sameerabutt_ دلا کنجر 🖐️🖐️🖐️✊✊✊💯💯💯
58,"@QasimKhanSuri سرکار غور کریں 

اس قوم کو ہنر دینے کی بجائے لائنوں میں لگا کر احساس پروگرام کے تحت بھیک پہ کس کنجر نے لگایا"
59,RT @HaroonNatmam: پٹرول ڈیزل اور آٹے کی قیمتیں بڑھانے پر سب سے زیادہ شکریہ کس کنجر کا ادا کرنا ہے ؟؟
60,@SabirShakirPK میں نے شریفوں سے بڑے خنزیر  دللے کنجر غنڈے بدمعاش جھوٹے قاتل فراڈیے دنیا کی تاریخ میں نہیں دیکھے جو اتنے فراڈیے ہیں کہ ان کی بچیاں نو ماہ والا کام ہی چھ ماہ میں کر جاتی ہیں وہ بھی دھوم دھام سے
61,"@Marriyum_A 2 ٹکے کی نرس کی بیٹی کرپٹ نااہل بےغیرت کنجر خاندان توشہ خانہ کی چور گھڑی چور 
ڈڈو چارجر فتنی"
62,RT @HaroonNatmam: پٹرول ڈیزل اور آٹے کی قیمتیں بڑھانے پر سب سے زیادہ شکریہ کس کنجر کا ادا کرنا ہے ؟؟
63,@shakilED @Momochoudhry @iihtishamm ضیاء الحق کا بیٹا لنگڑے کنجر کے پاس چلا گیا ہے ، اتنا بھی نہیں پتہ
64,@iqrarulhassan سب چوتیے ہیں یہ غلطی ٹھیک کرنے والے دن پیدا ہی نہیں ہوئے  دوسری چیز آپ لوگ سیدھی طرح بیغیرتی کریں اور باقاعدہ طور pTI  جوائن کر لو کنجرو صحافت کے نام پہ سیاہ دھبہ ہو تم جیسے سب شاپر یوتھیا انفیکٹڈ وائرس سے متصل  آل  کنجر
65,@NakarKhana @KlasraRauf اے بے غیرت باجوہ وہ پلے بوائے تھا تم کنجر ھو. امید ھے تھا اور ھو کا فرق سمجھ آگیا ھوگا اللہ جسے چاھتا ھے عزت اور ھدایت دے دیتا ھے
66,@ArslanJutt43 یہ کنجر لوگ ہیں
67,@balochi5252 آج شام یہاں خوب کنجر خانہ مچنے والا ہے 🤭
68,RT @Ch_jahangir5: شریف اور زرداری کیا چاہتے ہیں کہ ہم ان کی غلامی کریں ساری زندگی ہماری جوتی بھی نہیں کرے گی کسی کنجر چور کی غلامی جو اس مل…
69,@ImranRiazKhan یہ کنجر تو کہہ رہا تھا فوج کا سیاست سے کوئی تعلق نہیں ہے
70,@afnanullahkh کنجر باپ کی کنجر اولاد وہ بندو کاہاں ہے جسکی دلالی کرتا ہے تو؟ تیرا باپ بھی حرامی تھا اور تو بھی
71,@SdqJaan اوے کنجر اوقات میں رہ کہ نام لے مریم تم جیسوں کے لیے ارڈر کرے گی اوقات دیکھ اپنی تم جیسے تو مریم کی گاری کہ ٹائر چمکاتے ہیں
72,"RT @fun_withfools: تیرے اندر کا کنجر ہی باہر نکالنا تھا 
دلے تو تم پہلے ہی تھے"
73,RT @Riaz_Hussain77: کا نیازی کو سپورٹ کرنا کوئی اسکی محبت میں نہیں بلکہ ان سب کےمفادات اس کرپٹ لنگڑے کیساتھ جڑےہیں کیونکہ اس کنجر نے پچھلے4…
74,"@MAbdullahGul @FarrukhHabibISF ٹی ایل پی نیوٹرل کی پارٹی ھے کو سرف کپتان کے خلاف استعمال کی گئ ورنہ یے سچے عاشق ہوتے تو جب یے کنجر فرانس 
ی صدر سے ملاقات کی اور ڈالر لیے تو جاگتا ان کا عشق سب کنجر حرامی 🖐️"
75,@syedagulwis انکے باپ کا ہے اسلام اس لئے کنجر لوگ ہیں انکو کیا پتا اسلام کیا ہے اس لئے ان پے وقت ضائع نہ کریں آپ اپنی صلاحیتیں کہیں اور لگائے انکی اتی اوقات نہیں کہ آپ ان کی بات کریں
76,RT @Rasheed03770066: @soldierspeaks اسحاق ڈار کتی کا بچہ ن لیگ کا منشی ہے وزیرخزانہ نہیں ہے اسی لئے دنیا اسے ساقہ کنجر کے نام سے جانتی ہے
77,@RabiaKhanPMLN 25000ہزار ارب قرضہ چار سال میں عمران نشئی نے لیا ۔اب وہ قرضہ کیا اس کنجر کا باپ دے گا ۔وہ کہاں گیا پیسہ سب کُچھ اپنے باپ کا مال سمجھ کر کھا گیا ۔کوئی چیز بھی نہیں بنائی ۔جج جرنیل اور نشئی اِس مُلک کا بیڑہ غرق کر کے چلے گئے ۔ایک نشئی کے ھاتھ میں مُلک دینا یہی سب سے بڑی غلطی
78,@balochi5252 کونسی تاریخ رقم کرنی ہے بکواس کرنی ہے جھوٹ بولنا اور کنجر خانہ لگانا بس
79,@AsadAToor اوئے کنجر یاد کر جب تجھے تیرے گھر میں گھس کے ٹھوکا تھا اور آج تو ان کا ہی کتا بنا ہوا 😂تو عمران ریاض کو صحافی نہیں سمجھتا ہم تو تجھے انسان بھی نہیں سمجھتے پھر بھی تجھے یاد کروانے آ گئے
80,"RT @arshid_c: کنجر خانہ سے علماء کرام تک کا سفر
ایک وہ وقت تھا جب کنجروں کو صدارتی میڈل دئے جا رھے تھے
اور ایک آج کا دن ہے کہ صدارتی تمغا ب…"
81,@PresPMLNPunjab توں دنیا کا گھٹیا تیرین انسان ہے اپنی زبان کو لگام لگا کنجر انسان
82,RT @AminaZareen1: جوکر کنجر کا اکاؤنٹ بھی چار دن سے خاموش ہے۔۔۔🤣🤣
83,RT @YousafN75415358: @TararAttaullah آج وہ بھڑوے اور ننگی لیگ کے کنجر دلال بھی عدلیہ اور قانون پر بکواس کر رہے ہیں جنہوں نے آج تک صرف غنڈہ…
84,"RT @SindJo6: اچھا خاصہ قوم ٹھاکر کو گالیاں دیتی تھی اس کنجر راجہ نے مجھ ضمیر فروش کو برگیڈیئر مروت کا پروجیکٹ ثابت کردیا

اب جو ضمیر جاگے گ…"
85,"RT @Ch_jahangir5: ہائے💔😭
پی ڈی ایم والو اوئے کنجر دے پترو لعنت ہے تمہاری حکومت کرنے پر اوئے ظالمو کیوں چمٹے ہو ہماری جان کو چھوڑ دو جان ہما…"
86,پاکستان کےلیے کیا کریں وہ کہ خوش ہوُجاو اسلامی صدارتی نظام لانے کا سوچے تو بلیک میل یہ جرنیل کریں صحٹ کارڈ دیا فوج نے اپنا کنجر خانہ شروع کر دیا بجٹ دو کیوں دے بجٹ جرنیلوں کو اتنی زمین دے رکھی کیوں جناب وجہ
87,RT @SIYASIDERA: نیازی کتنا کرپٹ ، بد دیانت اور ملک دشمن ہے ! جمشید دستی کی زبانی سنیں ! یوتھیا کنجر زرا نیڑے نیڑے آ جاے https://t.co/JwKBty…
88,"RT @B0oTaOfficial: مشوانی مڈل کلاسیا سی،عمران لالیکا،انجئیر نوید اسی سب مڈل کلاسئیے تواڈی آوازاں وچ شدت وی پیدا نہی کر سکدے۔
قبیح ترین عمل…"
89,@Khadijakh337 @ImranKhanPTI سالہ کنجر بزدل اے
90,@AyeshaRajabAli1 تھو ہے اس ٹھیپے کہ منہ والے پہ۔کنجر بھکاری
91,"@OfficialDGISPR 
#COAS #DGISI #ANJUMNADEEM
کہاں ہے @MashwaniAzhar  مادر چودو جواب دو یہ ملک تمھارے باپ کا نہی جسے چاہو اٹھا لو مار دو !! جواب دینا ہو گا کنجر جرنیلز جواب دو https://t.co/ZrObSsHJcT"
92,"@ShamaJunejo @AzherHssain2 عمران نیازی نے اپنے بےایمان اور جنسی درندہ ہونے کی تصدیق خود ہی کر دی ۔
غیرت نام کی چیز ہی نہیں اس کنجر میں"
93,@siasatpk تیری کڑی دی پھدی مارن سارے پٹھان رانا باندری کتا 🐕 کنجر خنزیر کی اولاد
94,@syed_bacha Tum khud ak کنجر  hoo tumhe allah pak zalil or khuwar kare haram khor admi hm dekh ni rhe khud dekh rha hn log bilak bilak kar ro rhe hn allah tumhe hidyat de sharam se dob marjaoo
95,@syed_bacha اس نے پچھلے سال بھی ماہ رمضان میں  کنجر قادیانی نے اودھم مچایا اس بار پھر دگڑ دلہ پھر وہی کچھ کرنے جا رہا ہے اسکو کوئی روکنے والا نہیں اس کے ساتھ والے پیر زادے کہاں ہیں جو اسکو روکتے نہیں روکیں گے تو ان کی ٹکٹ جاری نہیں ہو گی پاکستان میں اسلامی انقلاب کی ضرورت ہے
96,RT @AliFahimp: اس کنجر کو اس وقت تک الیکشن میں جانے نہیں دینا ہے جب تک یہ بریگیڈئیر مروت کے ساتھ حرام کاری کے نتیجے میں بنی پی ایس پی دفن ن…
97,@Marriyum_A کنجر کی اولاد جانے کس کس کے ساتھ سوتی رہی
98,"پھر اعلان ہوگا بے غیرت پاکستانی وفات پا چکے ہیں کنجر دفنانے والے وارث آ چکے ہیں ۔
اعلان ختم ہوا https://t.co/hsueRm3Tjf"
99,اس کنجر کی اور اسکے نا جائیزباپ لنگڑے کی ما کی چووووو https://t.co/p9MnhCnYfF
