,tweet
52,"@MianAliAshfaq یہ جو دہشتگردی ہے ۔۔۔ 
اسکے پیچھے گشتی ہے۔۔۔۔"
53,"@iqrarulhassan کیونکہ ۔۔ 
یہ جو دہشتگردی ہے ۔۔۔ 
اسکے پیچھے گشتی ہے ۔۔۔ 
اسکے پیچھے انٹرنیشنل گشتی ہے۔۔۔"
54,گشتی پروگرامز https://t.co/eTfe30PqtN
55,@Wabbasi007 وسیم عباسی ایک گشتی کا بیٹا اور رنڈیوں کا بھائی ہے۔
56,کونسی قوم کنجر داؤد صاحب جو لندن میں اشتہاری ہے کنجر داؤد ساڈی واری آنی ہے اور ہم نام لکھ رہے جو اپنی باج کا رشتہ پیش کر رہے ہیں گشتی کے بچے #عمران_خان_کو_ہم_لائیں_گے جو پٹنا ہے پٹ لو https://t.co/bKCSy5i2bU
57,@MaryamNSharif گشتی عورت تم لوگوں کی وجہ سے پاکستان کے حالات خراب ہوئے
58,RT @Mateengoraya007: @soldierspeaks ویسے گشتی کے بچے تیرے پاس یہ معلومات کہاں سے آتی ہے؟
59,@hinaparvezbutt گشتی تم لوگ نے پاکستانی عوام کو بیغرت بنایا ہے گشتی بیغرت تو تیری ماں کا۔یار نواز ہے گشتی کتی پاکستان کو کہا کھڑا کیا۔ہوا۔ہے
60,RT @Maira_pak: جو اس گشتی پر لعنت بھیجےگا میں اس کو پرموٹ کرو گی https://t.co/LnwuLr9N7N
61,@kurdi_kurd1stan ج.ا تا ئەلان بۆیە ماوەتەوە چون گەلانی ئێران بە گشتی لە ژێر ناوی ئێران دابوون بەلام کاتێک هەر نەتەوەیەک داوای ناو و خاکی خۆی پکا دڵنیابە بە زووترین کات دەرووخێ جا لەو بەینە دا تۆی کورد دەتوانی دەبێ دوژمنەکانت بناسی بڵام بە ئاشکرایی دوژمنایەتی نەکەی بۆێەوەی پەراوێز نەخرێی
62,"RT @DDarweah: چیرۆکێکی زۆر کورت
پیاوێک لە ڕەمەزاندا، سەروەختی دەستنوێژگرتن، هەوڵی دا دڵۆپێک ئاو قووت نەدا، بەڵام لە میراتدا، بەشی خوشکەکەی…"
63,"@NwMalka تم لبیکی گشتی کے بچے اپنے ہر ٹوئیٹ پر عمران خان اور pti کو بہنیں پیش کرنےآجاتے ہو۔۔
تم اپنی بہنوں کو بابا گالیوں والی سرکار کی قبر پر نچاؤ ۔۔ ویلیں کمائیوں اور کھاؤ"
64,"@NwMalka تم لبیکی گشتی کے بچے اپنے ہر ٹوئیٹ پر عمران خان اور pti کو بہنیں پیش کرنےآجاتے ہو۔۔
تم اپنی بہنوں کو بابا گالیوں والی سرکار کی قبر پر نچاؤ ۔۔ ویلیں کمائیوں اور کھاؤ"
65,@sariyarana @PTIofficial @ImranKhanPTI سنا ہے تمھارا دوپٹہ اور شلوار دونوں زرداری کے بیڈ پے رہ گئیں ہیں،،، ٹکے ٹکے پے بکنے والی گشتی،،، ،
66,@ShayanA2307 بچے تمہارے ماں کو ٹکٹ تو نہیں مل سکتا لیکن جلد تجھے مراد سعید والی جگہ مل جائے گی بنی گالا میں۔ اب بقایا عمر تمہاری ہی گانڈ مارا جائیگا۔ کسی بوڑھی گشتی کے حرامی پتر
67,@hinaparvezbutt تم ایک چیپ گشتے ہو 🤮👎🏻 https://t.co/HzEXCnvZ8H
68,@KhSaad_Rafique دلے کے بچے تیرا نوازا گانڈو تو مُلک چھوڑ کر بھاگ گیا تھا اور ابھی تک واپس نہیں آیا تُو کیوں گانڈ مروا رہا ہے گشتِی کے
69,@arynewsud یہ گشتی عورت کیا جانے آزادی کیا ہے اس نے اور اس کی ماں نے ساری زندگی نواز شریف کی غلامی کی ہے کنجر لوگ ہیں یہ حرام خور
70,RT @SSAbbas18: @Marriyum_A یہ ایک گشتی عورت کی بیٹی ہے اور منہ گٹر  کی طرح ابلتا رہتا ہے اپنی اوقات دیکھ کتیا https://t.co/g30adyfJPC
71,اس گشتی مریم اورنگزیب کی تو بندہ فری میں بھی نہ لے، پتا نہیں اس کے میاں کو کونسا تعویذ گھول کر پلایا ھے اس کی نرس امی نے https://t.co/T5Zbl1WnTl
72,@afnanullahkh رنڈی گشتی اپنے دلالوں کی جھولی میں ۔۔۔ https://t.co/buPV7pyOtj
73,"گشتی کے پتر خنزیر شیطان جھوٹے کیوں رمضان شریف میں غلط بیانی کرتے ہو 
یاد ہے جب مریم نواز منڈی بہاوالدین میں جلسہ کرنا تھا تو وہاں پانی چھوڑ کر تالا لگا دیا تھا وہ یاد نہیں 
@iqrarulhassan https://t.co/ngPr9ROl2y"
74,@khakestry1 قەست و نییەتمان هەس گشتی بخوەین
75,@Wabbasi007 گشتی رن کے بچے تجھے غلامی کا مطلب سمجھ نہیں ائے گا
76,عمران نیازی کا سب سے خطرناک منصوبہ پشتونوں سے انکا مذہبی دلچسپی ختم کرنا ہیں اس لیے زارتاج  جیسی گشتی اور مراد سعید فیصل خان جیسے گندے لوگوں کو سامنے لایا ان لوگوں کی کالج ریکارڈ چیک کیا جائے تو سر شرم سے جھک جاتی ہیں اور یہی لوگ پشتونوں کو چار دیواری عزت سے نکال کر اب نچاتے ہیں https://t.co/qYSyTtEl0r
77,@Marriyum_A گشتی عورت
78,RT @masrourbarzani: ئەمڕۆ دەستپێشخەریی #هەژماری_من دەست پێدەکات، کە بەرنامەیەکی گشتگیری داراییە بۆ فەرمانبەرانی کەرتی گشتی و خانەنشینان. ht…
79,گشتی عورت بغیرت لعنت تیری نسل تے https://t.co/kLiYZiswBU
80,RT @MaryamNawaz420: یہ کنجری مریم نواز بھگوڑی راہ کے ایجنڈے پر عمل پیرا ہے اور یہ اب ہمارے بلوچستان پر سیاست کرنے نکلی ہے جب ہم بلوچستان وا…
81,@hinaparvezbutt ننگی لیگ کی گیراجن بھگوڑی ضمانت پر رہا گشتی نے ایسی کتیاں پال رکھی ہیں جو بدکردار، حرامخور،بےحیاء،اور پاگل اپنے مخالفین کی فیملی پر بھونکنا شروع کر دیتی ہیں
82,@Marriyum_A دونوں پیچھے سے لے لو۔ گشتی
83,@saifullahawan40 ایک بیگم نے تمھارے جیسی گندی پورے محلے کی مشترکہ پیدوار اولاد کو جنم دیکر بھی لوگوں کو چین سے بیٹھنے نہیں دیا کسی گشتی کے فائنل بچے 🖐🏾
84,@MaizaHameedMNA گشتی نشے کی حالت میں ہے ۔۔۔ زبان لڑکھڑا رہی ہے ۔۔۔
85,RT @babarkh67780966: انتخابی نشان شیر اور پھٹ ایک جلسے سے رھی ھے اور مشورہ دے رھی ھوتی ھے گشتی کہ بھادری اس کے باپ سے ادھار لے لو
86,انتخابی نشان شیر اور پھٹ ایک جلسے سے رھی ھے اور مشورہ دے رھی ھوتی ھے گشتی کہ بھادری اس کے باپ سے ادھار لے لو
87,@_me786 تیری ماں کو لن گشتی کی بچی رنڈی لفافی
88,@theAgaph امه چس باوه گشتی هسی :/
89,@i_Risky_i مریم نواز اور کون بہت شوق ہے اس گشتی کو ننگے مرد دیکھنے کا اپنے شوہر سے تو دل بھر گیا اس بوڑھی نانی کا 😡😡😡
90,@Marriyum_A تیری ماں نواز شریف کے ایل پر تیل لگاتی تھی اس لیے تجھے شہباز شریف کے ایل پر تیل لگانے کے لیا رکھا ہوا ہے گشتی عورت منہ میں تیرے گندا ایل شہباز شریف کا ہے گشتی عورت
91,@PresPMLNPunjab اُو فیصل آباد کے مراثی - مریم گشتی نے کتا پالا رانا کالا مونچھوں والا
92,@AsadAToor تیری ماں کو لن گشتی کے بچے لفافے منافق
93,"سەرۆک کۆماری عێراق و سکرتێری گشتی نەتەوە یەکگرتووەکان کۆبوونەوە

https://t.co/jyG8TJEA4P https://t.co/8NWvuBLtSN"
94,@Marriyum_A اوے گشتی اوے ٹیکسی اوے دلی اوے کنجری تیرے ساتھ تو اس بار وہ ہونی جو آج تک کسی نے نہیں دیکھی ہو گی 🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌
95,@LegiMian اپنے بھائیوں کے ساتھ ساتھ اپنی گشتی کو بھی بیجھو۔ پٹواری جاہل کے جاہل ہی رہیں گے
96,@CSMR786 اوئے بھگت سنگھ دی گندی اولاد تیری ماں نو یہہ دینا اے گشتی دے پتر تیری ماں بیغیرت ہونی جیس گشتی نے بھگت سنگھ کولوں یوا کے گندہ انڈا پیدا کیتا اے کنجری ماں دا پتر روندا سرخ ڈلام نو جا کے اہنی ماں دی سرخ شلوار سانبھ جیڑی پنجابیاں لال کیتی اے آوارہ گشتی دے بچے
97,"@SdqJaan گشتی کے بچے اب بھی تم لوگوں کا جرنیلوں سے دھان ہٹا رہے ہو،
یہ مریم نواز نہیں بلکہ جرنیل کر رہے ہیں جس کا تم نام لینے سے ڈرتے ہو"
98,@SdqJaan او کسی گانڈو نسل کے حرامی ، اگر تیرے پاس ثبوت ہے تو پیش کر ، ادھر نہ بھونک کسی کالی گشتی کے بچے
99,@Karachi__Wali گشتی نمبر ون
